Date,Open,High,Low,Close,Adj_Close,Volume
2017-01-02,20.7183,20.759001,20.63485,20.740511,20.740511,0
2017-01-03,20.73975,21.133249,20.665371,21.12022,21.12022,0
2017-01-04,21.11865,21.61751,21.0082,21.47965,21.47965,0
2017-01-05,21.47525,21.60465,21.13895,21.385469,21.385469,0
2017-01-06,21.377899,21.465639,21.194599,21.21653,21.21653,0
2017-01-09,21.2456,21.383949,21.1896,21.3591,21.3591,0
2017-01-10,21.368349,21.838051,21.355801,21.81213,21.81213,0
2017-01-11,21.795549,22.029449,21.7292,21.90465,21.90465,0
2017-01-12,21.90416,21.966049,21.572149,21.772051,21.772051,0
2017-01-13,21.766439,21.837749,21.4639,21.470289,21.470289,0
2017-01-16,21.503269,21.73967,21.4825,21.677219,21.677219,0
2017-01-17,21.6784,21.69244,21.466539,21.51132,21.51132,0
2017-01-18,21.499399,22.008051,21.491949,21.90917,21.90917,0
2017-01-19,21.8976,22.028851,21.8531,21.921989,21.921989,0
2017-01-20,21.92485,21.988449,21.5189,21.576651,21.576651,0
2017-01-23,21.512501,21.52837,21.2593,21.325199,21.325199,0
2017-01-24,21.324699,21.5326,21.251499,21.506701,21.506701,0
2017-01-25,21.519911,21.587299,20.9429,21.0553,21.0553,0
2017-01-26,21.06065,21.34782,20.861589,21.21216,21.21216,0
2017-01-27,21.216499,21.3769,20.854601,20.859529,20.859529,0
2017-01-30,20.89908,20.92445,20.654909,20.76749,20.76749,0
2017-01-31,20.76877,20.88817,20.65995,20.805099,20.805099,0
2017-02-01,20.820351,20.841749,20.648199,20.71018,20.71018,0
2017-02-02,20.693529,20.715891,20.44585,20.528271,20.528271,0
2017-02-03,20.528469,20.598749,20.28475,20.33626,20.33626,0
2017-02-06,20.38769,20.63744,20.296499,20.54472,20.54472,0
2017-02-07,20.537001,20.740499,20.530399,20.608879,20.608879,0
2017-02-08,20.617729,20.68458,20.433001,20.51235,20.51235,0
2017-02-09,20.494301,20.534901,20.31885,20.361589,20.361589,0
2017-02-10,20.3624,20.403549,20.2407,20.32498,20.32498,0
2017-02-13,20.331091,20.387449,20.258699,20.275999,20.275999,0
2017-02-14,20.28607,20.414749,20.1908,20.27314,20.27314,0
2017-02-15,20.267771,20.44961,20.231001,20.286551,20.286551,0
2017-02-16,20.2759,20.404249,20.2472,20.397449,20.397449,0
2017-02-17,20.397591,20.53685,20.3717,20.412491,20.412491,0
2017-02-20,20.446329,20.536249,20.346399,20.35701,20.35701,0
2017-02-21,20.3564,20.480169,19.93335,19.99926,19.99926,0
2017-02-22,20.002781,20.09465,19.833,19.889799,19.889799,0
2017-02-23,19.8902,19.978951,19.5951,19.67976,19.67976,0
2017-02-24,19.67979,19.91189,19.622999,19.91078,19.91078,0
2017-02-27,19.903099,19.9685,19.735861,19.8972,19.8972,0
2017-02-28,19.905609,20.160669,19.8501,20.1101,20.1101,0
2017-03-01,20.124161,20.125799,19.721399,19.85146,19.85146,0
2017-03-02,19.8398,20.02685,19.776501,20.003349,20.003349,0
2017-03-03,20.001141,20.08395,19.488899,19.50329,19.50329,0
2017-03-06,19.5506,19.646179,19.43515,19.60214,19.60214,0
2017-03-07,19.592939,19.61319,19.427299,19.479679,19.479679,0
2017-03-08,19.48188,19.69265,19.4317,19.678591,19.678591,0
2017-03-09,19.667101,19.8965,19.648399,19.828079,19.828079,0
2017-03-10,19.82679,19.86342,19.57435,19.594101,19.594101,0
2017-03-13,19.5926,19.65239,19.528299,19.62001,19.62001,0
2017-03-14,19.6035,19.71899,19.571951,19.6539,19.6539,0
