Date,Open,High,Low,Close,Adj_Close,Volume
2017-01-02,1.3434,1.34496,1.3386,1.3434,1.3434,0
2017-01-03,1.34407,1.34576,1.34035,1.34414,1.34414,0
2017-01-04,1.34221,1.34563,1.32938,1.34218,1.34218,0
2017-01-05,1.32967,1.33112,1.32087,1.3299,1.3299,0
2017-01-06,1.323,1.32667,1.3179,1.32294,1.32294,0
2017-01-09,1.32405,1.32756,1.32082,1.32418,1.32418,0
2017-01-10,1.3215,1.32562,1.31926,1.32141,1.32141,0
2017-01-11,1.3244,1.32922,1.3215,1.3244,1.3244,0
2017-01-12,1.31619,1.31695,1.3031,1.31632,1.31632,0
2017-01-13,1.31506,1.31667,1.31175,1.31506,1.31506,0
2017-01-16,1.31272,1.31619,1.31242,1.3126,1.3126,0
2017-01-17,1.3172,1.31887,1.302,1.3175,1.3175,0
2017-01-18,1.30612,1.31182,1.30507,1.30617,1.30617,0
2017-01-19,1.32635,1.33396,1.32528,1.3265,1.3265,0
2017-01-20,1.33194,1.33852,1.32844,1.33215,1.33215,0
2017-01-23,1.33042,1.33329,1.3267,1.33038,1.33038,0
2017-01-24,1.32383,1.32983,1.31456,1.32377,1.32377,0
2017-01-25,1.31564,1.31609,1.30859,1.31536,1.31536,0
2017-01-26,1.30654,1.31292,1.3054,1.30695,1.30695,0
2017-01-27,1.30902,1.31294,1.30892,1.309,1.309,0
2017-01-30,1.31308,1.31679,1.30866,1.31315,1.31315,0
2017-01-31,1.31027,1.31216,1.29689,1.31023,1.31023,0
2017-02-01,1.30405,1.30919,1.30405,1.3036,1.3036,0
2017-02-02,1.30474,1.30474,1.298,1.30487,1.30487,0
2017-02-03,1.30283,1.30626,1.29953,1.30303,1.30303,0
2017-02-06,1.30178,1.3133,1.30076,1.30182,1.30182,0
2017-02-07,1.30804,1.32086,1.30786,1.3085,1.3085,0
2017-02-08,1.31925,1.31996,1.3139,1.31903,1.31903,0
2017-02-09,1.31474,1.31656,1.30978,1.31458,1.31458,0
2017-02-10,1.31376,1.31578,1.30657,1.3133,1.3133,0
2017-02-13,1.3118,1.312,1.3073,1.31179,1.31179,0
2017-02-14,1.30707,1.31032,1.3024,1.30715,1.30715,0
2017-02-15,1.30795,1.31188,1.3063,1.30812,1.30812,0
2017-02-16,1.307,1.30721,1.3008,1.30677,1.30677,0
2017-02-17,1.30757,1.31116,1.3059,1.30752,1.30752,0
2017-02-20,1.30882,1.3119,1.3075,1.30882,1.30882,0
2017-02-21,1.31045,1.31629,1.31031,1.31052,1.31052,0
2017-02-22,1.3146,1.32076,1.31115,1.31463,1.31463,0
2017-02-23,1.31611,1.31692,1.30849,1.31646,1.31646,0
2017-02-24,1.31,1.31172,1.30573,1.31006,1.31006,0
2017-02-27,1.312,1.31214,1.3078,1.31193,1.31193,0
2017-02-28,1.31871,1.32472,1.31658,1.31869,1.31869,0
2017-03-01,1.33119,1.33552,1.32858,1.33113,1.33113,0
2017-03-02,1.33549,1.33924,1.334,1.3352,1.3352,0
2017-03-03,1.33887,1.3421,1.3378,1.33927,1.33927,0
2017-03-06,1.33832,1.34142,1.337,1.3382,1.3382,0
2017-03-07,1.34003,1.34308,1.3382,1.34014,1.34014,0
2017-03-08,1.34114,1.34682,1.3398,1.34105,1.34105,0
2017-03-09,1.349,1.35331,1.3482,1.3486,1.3486,0
2017-03-10,1.35058,1.35112,1.3422,1.35068,1.35068,0
2017-03-13,1.34605,1.34733,1.34359,1.34585,1.34585,0
2017-03-14,1.3448,1.34945,1.3438,1.34512,1.34512,0
2017-03-15,1.34704,1.34777,1.34368,1.34725,1.34725,0
